ch1_rms,ch2_rms,ch3_rms,ch4_rms,ch5_rms,ch6_rms,ch7_rms,ch8_rms,ch9_rms,ch10_rms,ch11_rms,ch12_rms,ch13_rms,ch14_rms,ch15_rms,ch16_rms,ch1_zc,ch2_zc,ch3_zc,ch4_zc,ch5_zc,ch6_zc,ch7_zc,ch8_zc,ch9_zc,ch10_zc,ch11_zc,ch12_zc,ch13_zc,ch14_zc,ch15_zc,ch16_zc,ch1_centr,ch2_centr,ch3_centr,ch4_centr,ch5_centr,ch6_centr,ch7_centr,ch8_centr,ch9_centr,ch10_centr,ch11_centr,ch12_centr,ch13_centr,ch14_centr,ch15_centr,ch16_centr,ch1_flux,ch2_flux,ch3_flux,ch4_flux,ch5_flux,ch6_flux,ch7_flux,ch8_flux,ch9_flux,ch10_flux,ch11_flux,ch12_flux,ch13_flux,ch14_flux,ch15_flux,ch16_flux,ch1_ro,ch2_ro,ch3_ro,ch4_ro,ch5_ro,ch6_ro,ch7_ro,ch8_ro,ch9_ro,ch10_ro,ch11_ro,ch12_ro,ch13_ro,ch14_ro,ch15_ro,ch16_ro,ch1_mfcc1,ch2_mfcc1,ch3_mfcc1,ch4_mfcc1,ch5_mfcc1,ch6_mfcc1,ch7_mfcc1,ch8_mfcc1,ch9_mfcc1,ch10_mfcc1,ch11_mfcc1,ch12_mfcc1,ch13_mfcc1,ch14_mfcc1,ch15_mfcc1,ch16_mfcc1,ch1_mfcc2,ch2_mfcc2,ch3_mfcc2,ch4_mfcc2,ch5_mfcc2,ch6_mfcc2,ch7_mfcc2,ch8_mfcc2,ch9_mfcc2,ch10_mfcc2,ch11_mfcc2,ch12_mfcc2,ch13_mfcc2,ch14_mfcc2,ch15_mfcc2,ch16_mfcc2,ch1_mfcc3,ch2_mfcc3,ch3_mfcc3,ch4_mfcc3,ch5_mfcc3,ch6_mfcc3,ch7_mfcc3,ch8_mfcc3,ch9_mfcc3,ch10_mfcc3,ch11_mfcc3,ch12_mfcc3,ch13_mfcc3,ch14_mfcc3,ch15_mfcc3,ch16_mfcc3,Label
0.0241930005615481,0.0126401381324999,0.00236887967632983,0.0179504853945959,0.0270221686749166,0.0277879460449206,0.0310634844542387,0.0255181940964945,0.0329661448985441,0.0240516973760537,0.034766456221489,0.0287182479900121,0.0241742645905438,0.0270393730429126,0.0309113202700091,0.0275793977155603,0.167634319417565,0.158172825853224,0.227536632568427,0.185942923847264,0.132215156821184,0.147113937271526,0.149632906337358,0.135041317236507,0.125518385402267,0.147021779866679,0.182010874573772,0.130310570454336,0.138328264676067,0.132645224710472,0.144318495991153,0.151230301354714,0.0117406142749514,0.00878060852801196,0.00484930947686748,0.00760589574706468,0.00650012966051638,0.0081562391529749,0.0077130682362504,0.00747924997173621,0.0147670065405551,0.011408372345452,0.00721049614648673,0.0130053352585365,0.0083431745865981,0.00833545784580312,0.00762483294690141,0.00531511963649192,5.05806827344909,4.93526277403698,5.79235490964077,5.44285934373274,3.53906337892285,3.96502642426598,5.0773045958681,3.59640085870959,3.92337539239511,5.55364539775813,5.2126517419771,5.69874134563626,4.50879245445202,4.43402043772952,3.88379203305343,5.08828522672118,0.000796261425704219,0.000393495501470372,0.000194687508090405,0.000269931293528198,0.000427565784412177,0.000463463468999202,0.000415416134154812,0.000491172067609712,0.000792606968460165,0.000472766395290665,0.000275018327835003,0.000669067417886583,0.000487918554811182,0.000591872030087586,0.000541419505231536,0.000378651576160766,-0.601786590928186,-1.87566466948085,-5.20797903622924,-1.16850452237374,-0.365249122308075,-0.303280448059662,-0.0864032347041796,-0.492337655478183,-0.229325783119416,-0.659880234915698,0.142109808405092,-0.416264887982773,-0.605893808239034,-0.383618769867047,-0.0989825513023291,-0.309286970877173,-10.9082423064793,-12.6734804011074,-17.6848310431195,-11.7896813131372,-10.7026313219033,-10.5461444854758,-10.2495394823797,-10.8701715365168,-10.7051443024308,-11.0339918668535,-9.89212730957266,-10.873075974989,-10.9754961252097,-10.6835009894856,-10.1924692185579,-10.4871081024824,0.777036315834462,0.465452554951347,-0.762161004257351,0.0909373639577218,1.10786995172372,0.905813359184801,0.889645317976228,1.0190102555285,1.19988498807287,0.81875905948632,0.389053567258572,1.13759740099661,0.981699408208781,1.07114922738255,0.982695050597886,0.737376680183343,A
0.0182407013871537,0.0120011296149638,0.00235940609332983,0.0168096279096718,0.0261255030386969,0.0271234467399443,0.0343812820427153,0.0232771178061472,0.0181158972370749,0.017746672745201,0.0304092124821753,0.0187667166966601,0.0202333675901673,0.0215705547627481,0.0254988143122589,0.0260067252066575,0.178849201961001,0.167680342069372,0.227395038519665,0.190423532013712,0.138965682480003,0.148328357108629,0.150023959600428,0.146264145379483,0.156843230491356,0.157285561576173,0.191381916030816,0.156474621254009,0.147959747871282,0.15555309816064,0.155405654465701,0.15997640900881,0.00786358031488319,0.00789098711817143,0.00429978239238979,0.00590605684686376,0.00808484070469065,0.00865154496552864,0.00842956400296378,0.00793363175817277,0.00852487709250926,0.00744828136769747,0.00847355960972877,0.00770769159979288,0.00784097504801605,0.00729106017749255,0.00576273339009551,0.00665695076423216,5.20604405138078,4.73552282761842,6.58487341774782,5.46076935070366,3.98581295797085,3.70551081941479,3.66226616655503,3.60090905873994,5.04120092587484,5.26125577277253,6.14108342442622,4.24866693903862,4.05237082231836,4.43675115502906,5.62993249975458,5.03303337126128,0.000425471081303584,0.00037225730157446,0.000234672591222804,0.00032885885748775,0.00036647236499086,0.000457697694430701,0.000478542421320042,0.000437064801860824,0.000369376158460108,0.000392159627943997,0.000324805442532257,0.000383305461640031,0.000399394128043552,0.000336946232406245,0.00028689317229187,0.000367248954895443,-1.13394074454968,-1.97518059370862,-5.21795267356604,-1.28900196884699,-0.432105804755714,-0.353670344617695,0.100716415286056,-0.649236641304426,-1.15323669701212,-1.19556009657012,-0.11629453759092,-1.07875760411475,-0.935918809907671,-0.802004575783402,-0.463894177626828,-0.425193910310693,-11.6318670371755,-12.7834375341164,-17.7028664359872,-11.9652099106916,-10.7297529555468,-10.5813477556932,-9.98595427005974,-10.9821095667691,-11.6175495244671,-11.6533593905331,-10.2316719105265,-11.5004865307516,-11.358923271496,-11.1020362384089,-10.6510416993772,-10.6096089568409,0.376759209970695,0.391071654682071,-0.735272301975974,-0.00122655798000704,1.12077461871754,0.965051644366768,0.996948535984422,0.936053061918463,0.732089637470946,0.769729320495979,0.323784337811117,0.742011188192102,0.822644100966291,0.868979159550479,0.768111748248498,0.691583778602876,A
0.0188876345936021,0.0119923020310667,0.00236928440897442,0.0170015643220876,0.0261056035368153,0.0266964179024423,0.0332290511665026,0.0233131738745506,0.0192032986090828,0.0185188194313479,0.031539062568331,0.0197305182616374,0.0195798385492918,0.0224132382133224,0.02556872295381,0.025286383321354,0.178386016649771,0.169416029244616,0.228642521426597,0.192639695266181,0.138727613430406,0.149079961908273,0.15101526741007,0.145793014468713,0.157527724019292,0.153687832150647,0.190059287930452,0.155285227168003,0.147666881700611,0.14662243111234,0.157066936995054,0.154701563603969,0.0076151827368187,0.0073077234441133,0.00474819902934598,0.00578021189827273,0.00719741307648001,0.00947388531138067,0.0093531440393006,0.00780516325525386,0.0066316303618493,0.00968903879787637,0.0108177840025139,0.0067315856520479,0.006393464907872,0.00674992486088294,0.00604843105567702,0.00711224787543008,4.96240410141215,4.57735705653358,6.08027605634083,6.07369628813995,3.61915350958358,3.99642702444091,4.30231083114822,3.98870963201171,5.25821803092707,5.19959415051854,6.18430186931336,4.50283786773525,3.75875779659532,4.05433037408624,4.25487582739552,4.50175862016893,0.000330062921665043,0.000314180962853186,0.000240106663125827,0.000252008064387093,0.000419677295380706,0.000560205895328932,0.000417642674095699,0.000420529140565212,0.000351437141628669,0.000454358374257661,0.000322399646802016,0.000440994111583832,0.000436813978270961,0.000410300833771452,0.000381938497835754,0.000503125313063417,-1.07332245828581,-1.97509154362597,-5.20897107024246,-1.2790953957602,-0.42744468211709,-0.38368032734982,0.0365650466721625,-0.650521621680791,-1.13409628147863,-1.12715121539625,-0.0509183213171223,-1.02046285302575,-1.00242185569269,-0.741691884428812,-0.461686425462204,-0.483282488548295,-11.5599205880905,-12.8172155287008,-17.7090245888885,-11.9705290624459,-10.7624230227599,-10.6430897647996,-10.10550537898,-11.029621970065,-11.6412014436034,-11.6184644113909,-10.1808653587648,-11.4685236299884,-11.4640930526204,-11.0613098583365,-10.6836934682126,-10.6823111566423,0.412561458030376,0.351195766468481,-0.763975680625201,-0.0425477895369627,1.14915223868268,0.914027197475138,0.935436095004205,0.900853383103279,0.650889518844421,0.741742627135109,0.30123527119722,0.733835793479844,0.834640023202974,0.865994583474372,0.706657059533887,0.733900909187955,A
0.0206808138003664,0.0149215018487372,0.00238712533176324,0.0195479415872677,0.0266253503309178,0.0276998925984004,0.03225479910647,0.0305897117975841,0.0549025106584298,0.0291098966621501,0.035350251371551,0.0398345394250156,0.0257823114190265,0.0310697007288687,0.0299644277323579,0.0273003570010438,0.171038889230202,0.155986975486883,0.233028199299625,0.177827609510352,0.135743687411685,0.145082017570805,0.14757019106715,0.133009768384837,0.121828346746944,0.13589727836825,0.181114455980832,0.12953861276648,0.136143023898753,0.135436505498556,0.146126436075444,0.153253056460036,0.0112258617306163,0.0131397186755717,0.00503818271144105,0.0125415211166147,0.00753708000148426,0.00734729299109221,0.00843297657980796,0.0119018982902036,0.0198395710858959,0.0175088149262392,0.0138560716107752,0.0178678365841888,0.0115834469532349,0.0134527895857888,0.00900341613741758,0.00682659935150358,4.72148933113726,4.92303993753267,6.12948622549547,5.80505783372729,3.51453986667067,3.93909759903162,4.28391761627689,3.65905257754724,3.40684863221758,4.29130567813958,6.87503628338226,3.9794999889037,3.53673116165277,4.49494192229445,4.25620177405738,4.72864754454043,0.000283821132905693,0.000567251437678554,0.000226629404748753,0.000370211360729116,0.000449091825512261,0.000463506968315924,0.000361392914581453,0.000739223655535472,0.00119688776523977,0.000987155411498926,0.000357804686314178,0.00108032253248442,0.000720662777385982,0.000721892673642048,0.000378438536365486,0.000401195290713042,-0.902254529090305,-1.59735382904123,-5.19090643077195,-1.02853135985104,-0.398421171716975,-0.315127493443874,-0.0263624686396831,-0.227191848265313,0.467410444505514,-0.413393268716549,0.166856020506523,0.0502354291667918,-0.533634251261971,-0.196430196456022,-0.155319174082846,-0.334613768989376,-11.3344620773354,-12.3685655604962,-17.6830263824023,-11.5601680596124,-10.7002769684398,-10.5330186650628,-10.1632684435749,-10.6072574556949,-10.0433328899329,-10.8956457976251,-9.88262863285271,-10.3857028916448,-10.9672633488382,-10.5238463253352,-10.3251150835279,-10.5403510257312,0.549836894062826,0.627627860325652,-0.770742942172877,0.307459048656522,1.14870546701197,0.979057922101954,0.942988672998848,1.15621486754844,1.47630870161394,1.16157086704031,0.479474137664908,1.26382747821647,1.11399078668244,1.13065060311703,0.943422902448848,0.707481422647192,A
0.0201162573822969,0.0141686838616014,0.00237759667637929,0.0189341042594186,0.0278508941579722,0.0284954384877687,0.0330310234839932,0.0284968200141752,0.0460797600373415,0.0266562934899253,0.0355498536327322,0.034820970137974,0.0243217206611807,0.0285293304031912,0.0290172945878608,0.0273803566243866,0.169231714434922,0.15648327343102,0.230270635578902,0.177740914815839,0.130310570454336,0.140109974503118,0.145793014468713,0.134580530212269,0.131416459312506,0.138481860350813,0.183854022670722,0.13236875249593,0.133996866648235,0.135840014745185,0.145209350904679,0.150708076060578,0.009554336778174,0.0123847731123845,0.00520712364432063,0.0113546458384169,0.00649742615780481,0.00775164007667758,0.0063618339552534,0.0098093414255506,0.0205474533592131,0.0137005310701144,0.0121564602629652,0.0170871970468873,0.00952399723488368,0.0101235270753127,0.00751647357620881,0.00566454772439261,4.85908126261579,5.12640957507338,5.76268461015684,5.73235946753568,3.49076734668123,3.40896853212369,3.39084145519186,3.3428016687751,3.86388096129463,4.41753340171312,6.02043064819319,4.26240742046174,3.96535290676352,3.66338820800313,3.68470028773165,5.16625588646861,0.000396443361288441,0.00048317456606316,0.000259166623448463,0.000355586181196717,0.000422549863444274,0.000450705092765947,0.000505414234452392,0.000630923542221268,0.00132046164337057,0.000782565827386775,0.000456096693200452,0.00104607079727102,0.000662344016938474,0.000610525949885728,0.000334190765494703,0.000418221561129443,-0.951645115211638,-1.69688999124469,-5.20364188865955,-1.08886698814408,-0.30992155691737,-0.253441504219442,0.0226525863868078,-0.323158362521834,-0.0121955608226017,-0.570309060890381,0.163149503550996,-0.235627209419433,-0.616757827982379,-0.334661831431746,-0.215617940604455,-0.322025698471392,-11.431945743636,-12.4717405675303,-17.6958525306768,-11.6343067410761,-10.6357062322869,-10.494099629558,-10.0787564849622,-10.6705684890739,-10.494585183498,-11.0081695035208,-9.87724290848649,-10.6660710534925,-11.038051194621,-10.6350307080016,-10.3722921134943,-10.4986990374931,0.496807799903804,0.610143678377417,-0.770173882939472,0.29264269035045,1.21920977295921,1.05470425545154,0.982148082205332,1.12939305941656,1.29604201279204,1.0902911196797,0.485328340443729,1.19230595926058,1.08641232199431,1.08803842766017,0.931174414712582,0.780913314667657,A
0.0190674413575785,0.0117681001962194,0.00238926635242534,0.016855340262739,0.0277157525512627,0.0275033518684463,0.0355207008686603,0.0239046822996332,0.0195956877474568,0.0183700780925531,0.0319197591131024,0.0197655716385735,0.0203300385553159,0.022557240599051,0.0272925480830102,0.025005315009354,0.175216563248756,0.167598451803158,0.230140689316213,0.190790686244394,0.133194077532715,0.145604226823125,0.148983227867543,0.143761135344351,0.146372181605947,0.15297659273822,0.190299195183388,0.149106100632795,0.144651962892425,0.145972845118879,0.153130183694784,0.156263439208699,0.0103674052863781,0.00683525026867779,0.00495500749935748,0.00649943835981037,0.00686024165956751,0.00908889528228035,0.00962345578192874,0.00781747385738716,0.0054825177411555,0.00778270540818479,0.00987372176187339,0.00505614746170804,0.00631761088502226,0.00772014425347489,0.00983070871379611,0.00670424797310714,5.84250229096206,4.75508052902357,6.07680342145134,5.87040825748542,4.31258790981504,4.36884724527465,4.80013003542061,3.39724824117279,4.79658396788204,5.01335488739331,5.34665053882488,3.84451737944005,4.16214174726891,4.91731155453807,5.33562437810311,4.63081226066262,0.000533362734404657,0.000320282133690424,0.000261181404021135,0.000238928218401233,0.000527585797945271,0.000424062057996537,0.00060647547353541,0.000469116791978425,0.000438426438454028,0.000422728750825152,0.00036631061647451,0.000484341505085397,0.00042483393339956,0.000263964807038436,0.00049103864574278,0.000329573894009983,-1.06578743849175,-2.01502481756768,-5.19117806112276,-1.28525325652176,-0.309345042540082,-0.333144563146495,0.148412740853801,-0.605171807452881,-1.00067004682297,-1.13035303019545,-0.0431457391570436,-0.980777447733666,-0.933619862862638,-0.714697689753457,-0.353156242899559,-0.508289221185788,-11.5670346533114,-12.8757705773412,-17.6358998034727,-11.9255210171241,-10.6132866021697,-10.5591702021025,-9.95048324202361,-10.9526037644785,-11.4762003803845,-11.6075400597933,-10.1767458370837,-11.4210580729941,-11.367674226777,-11.0259234290541,-10.5319168048514,-10.7433455299363,0.451229953741184,0.299790862945141,-0.724302574631009,0.0573269856787218,1.17271525947544,0.953927868317874,1.00806478847585,0.931990510820824,0.790978493716436,0.720212497310527,0.314616071744684,0.738697202535851,0.878708707748695,0.877532669386907,0.813569592558826,0.647791922835789,A
0.0218459126105742,0.0124660423602309,0.00238070039653321,0.0174163135737736,0.0254643705021682,0.0261102140718823,0.030755757124495,0.0236163184831565,0.0267985816111372,0.0215404427965773,0.0344349708320494,0.0246279981292977,0.0209573917804044,0.0244901445202498,0.0287872579760615,0.0271298426396002,0.175185845057443,0.165448178411255,0.229802789211771,0.186705166799779,0.139706334091049,0.149874055415617,0.147017263623518,0.137187442403391,0.128586348835781,0.15107206487682,0.18661301222584,0.135651532837747,0.141918043865577,0.140597161639123,0.146740799901702,0.152116483381459,0.0121254473627331,0.00490030866595284,0.00509563030831376,0.00570565510390261,0.00522528683336832,0.00587389100068761,0.00654531289391559,0.00539576351086681,0.00604845573857025,0.0058738559020434,0.0103233591122445,0.00702564561989114,0.00618772626294859,0.00530005849832937,0.00620355754436719,0.00400099257426122,4.807631515642,4.28975365908898,5.52302498168215,5.46655958083508,3.70118969408669,4.13682523717098,3.87859207574883,3.56120972713879,2.9742988846321,5.20277818780451,5.44859482625917,4.33354406900108,3.61575146289511,4.78941190706441,4.08423192175484,4.8913395528245,0.001003682734861,0.000289587442919706,0.000290439044740333,0.000283252281259498,0.000350977896556133,0.000363451199191237,0.000366530705486616,0.000389375016180811,0.000523471276594385,0.000434035824298172,0.000348368895133843,0.000562683661772586,0.000360988226954841,0.000374475439566749,0.000433931297520405,0.000345477696399749,-0.80890442287944,-1.88982703594488,-5.20210877757408,-1.22018434638635,-0.479720762469966,-0.418762752582673,-0.105196305010849,-0.616241985733762,-0.39374285304748,-0.800435241785463,0.132478969753975,-0.543294742104178,-0.856752902174397,-0.547321018249787,-0.228795402406441,-0.344748787899274,-11.1794339175107,-12.6859269941717,-17.6753628517086,-11.8598151668444,-10.7769253053843,-10.6557066060846,-10.2307479741354,-10.9860904746256,-10.8603669334624,-11.1655841343399,-9.92266001364695,-10.949166216191,-11.261458707501,-10.8317516557343,-10.3899336833698,-10.5101583423983,0.59244006516417,0.375376110473733,-0.743230019906381,0.0633883723823114,1.0698124732746,0.813977597033431,0.904759330255986,0.987673128972871,1.11208696844136,0.78261025975531,0.406501293302376,1.07389491326633,0.878145864449805,1.00723712271056,0.887270473230152,0.728585765463825,A
0.0205778816980124,0.0137473892195926,0.00237348275698116,0.0185229675127246,0.0296054342732058,0.0291774319115398,0.0359523788594541,0.0285950825108905,0.0435514261131888,0.025090572204987,0.035328543619338,0.0330743030993502,0.0244230444996522,0.0276223187610672,0.0287276074466834,0.0275215953630365,0.171351334746414,0.160015973950174,0.229502657205173,0.184376247964857,0.13273738211532,0.142291033084508,0.143212607132983,0.134089024053083,0.125088317512979,0.140202131907965,0.182103031978619,0.135717138205388,0.137007341873253,0.137775320246982,0.148957085368476,0.151568211839155,0.0102263057218123,0.0108949098508122,0.00588515287420345,0.00885665177688567,0.00602540595055773,0.00796120872956824,0.00745468874519754,0.00865757969427644,0.0166924957629621,0.0130900700718123,0.0114277328643741,0.0153033961125075,0.00975588787664943,0.0096428903712591,0.0081592080220477,0.00709546192493936,4.97919952483216,5.27948368211597,5.97158837216125,5.8963634351302,3.46971474787033,3.53177427331699,3.07658029903137,3.80451324286207,3.5128256860711,4.54664470985478,5.95302423408817,3.80742299902944,3.93303960929414,3.85028816561512,3.81079385769552,5.14458894543576,0.000618237609609351,0.000552377559049909,0.000309004645543949,0.000361838941180795,0.000483675027531983,0.00055865622183374,0.000452579969764746,0.000552404932705547,0.00109267631632523,0.000681080735112905,0.000360051519611005,0.000888796758218298,0.000523596434104026,0.000716390763345293,0.000386881660659741,0.000394927514786554,-0.933039010378033,-1.74926656485233,-5.20799511642043,-1.12394096824829,-0.178147158207484,-0.20221207905691,0.191134517668723,-0.311553902033152,0.0629999320425768,-0.649532159844314,0.159847881584044,-0.27412677133074,-0.615172093992728,-0.415947577529774,-0.236857522228957,-0.327580806161322,-11.3834805370116,-12.5550191639693,-17.6695155448026,-11.7089298616385,-10.4362421141668,-10.4112297098636,-9.8833229896063,-10.6416021868654,-10.4189208498594,-11.13191654253,-9.88849045572028,-10.7201117604373,-11.0526415127212,-10.7634139645168,-10.4291993943568,-10.5351799383849,0.497272470300442,0.496310412037291,-0.735420023724593,0.187664926926837,1.21078485132485,1.00298254853324,1.04694613491552,1.07579623727917,1.32718685893843,1.00964724670012,0.454461985010445,1.11019742443907,0.978310957704409,0.973582820067425,0.846730919691508,0.674792257466782,A
0.0185603601313057,0.0120862036342398,0.00236152961342366,0.016838472841377,0.0290585543248098,0.029468908344497,0.0368733747222402,0.0244616360211603,0.0201554325785924,0.0184976931154729,0.0332630640076321,0.0203156609687401,0.0207878772771599,0.0233964283232729,0.0292687734614949,0.0258377853349921,0.176414572709959,0.165110278306813,0.228666216133194,0.189254776678749,0.131842477114947,0.145727099588376,0.145727099588376,0.142102353013455,0.153253056460036,0.154420347729926,0.188026049026233,0.150058364563495,0.142440253117896,0.144160471831419,0.147539472875837,0.155710511765067,0.00633100093953176,0.00660350746322627,0.00393326136994803,0.00597813609120272,0.00886966168103419,0.00743954528474732,0.0111578959660241,0.00757923705820393,0.00966748311646236,0.00728276386158607,0.010674689673473,0.00750104560858963,0.00500015883088619,0.00635403904781834,0.00822331441804957,0.00625190385138134,5.61904529465709,4.95578647718622,5.28626406161423,5.43987130320173,3.67838386877155,3.7961315329824,4.12502723152777,4.25069241821029,4.97698212200471,4.45782130656342,6.16616508186264,3.97575398662881,3.67691443889079,3.9629428224293,3.75886122455229,4.23170327125266,0.000343605174770451,0.000335395168949761,0.000226384628453435,0.000312894911761843,0.000710491651672822,0.000695811199828267,0.000779002412104427,0.000537617204025798,0.000546506500271232,0.000413177595963832,0.000326871164320924,0.000415221957744949,0.000493577705749463,0.000365318575068833,0.000491202852124745,0.000427247378670303,-1.10365645289474,-1.97173031609871,-5.21535348069591,-1.28986957044099,-0.241625068149542,-0.210144382371137,0.205683328358608,-0.563028575340072,-0.995509991913021,-1.12092910197506,0.0517677960919987,-0.93703023829149,-0.882579723449014,-0.650979775129062,-0.208524310153068,-0.443497559367716,-11.6047391903319,-12.7883490184128,-17.6723612543235,-11.9681001240186,-10.516967398709,-10.4043751127601,-9.86141065961314,-10.8950318726083,-11.4800391867629,-11.6045271969767,-10.0031173585728,-11.3580037453069,-11.2999552908662,-10.9424827001341,-10.3696546676014,-10.651364705298,0.386612688605225,0.395513526805853,-0.712606345731731,-0.0225005391894913,1.22867061935318,1.08584731707934,1.06419259686984,1.01250954241629,0.767012457957333,0.748764392036653,0.426949797124016,0.768463417117426,0.886247134487858,0.950333904296806,0.934136772309102,0.724831164880722,A
0.0188615402309211,0.0132512573762679,0.00240540983155531,0.0179632646354215,0.0269316202848616,0.0281067756420356,0.0335316657931357,0.0271923592831035,0.0386499434491374,0.0226528700878232,0.0339365764852875,0.0298282092652544,0.0221659637222721,0.0262507319551161,0.0273522805574662,0.0256235005188477,0.176819340767364,0.165514699106073,0.230792860873038,0.186741621355943,0.135010598101557,0.144164900316407,0.146683869382238,0.141062267686542,0.140601480662305,0.146315239762848,0.18572788990262,0.143458360212576,0.142813258378644,0.144318495991153,0.150462322980985,0.157404847479495,0.00963985095295609,0.0125171781825081,0.00482962807728976,0.0118519597857557,0.00651608526759862,0.00659516587312619,0.00846778489099731,0.01115623190369,0.0201377621125026,0.0144729015994614,0.0122358751552925,0.0176050904599874,0.0118443792877972,0.0116856107764093,0.0086459910911174,0.00766607721323269,5.42090081517077,4.72983631619107,6.23845882442876,5.49716143631676,3.34601271641843,3.65354869950104,3.39920214800198,3.48797998537273,4.6413095841426,4.87704860942604,5.19776256334454,4.78291668046917,3.80709977224618,4.66028089863814,5.15041218017225,4.92766997261741,0.000296739676288613,0.000404610525591407,0.000170388550274119,0.000268508424809257,0.000565542845129721,0.000496672394785472,0.000442819048458193,0.000630787717985449,0.00105913366149095,0.000544316306880002,0.000360946336821024,0.000808766234817358,0.00053787964836851,0.000460878806405272,0.00027525647863812,0.000368396153354581,-1.07726544602854,-1.82981969797076,-5.17720197423546,-1.19714553287677,-0.382087354318658,-0.286944805951558,0.0174242370510651,-0.443172082786827,-0.42048358906927,-0.8789020963883,0.0764575968025574,-0.555920511376101,-0.826626908120183,-0.536978616064406,-0.340016575057611,-0.467774685741003,-11.563426095707,-12.5990689035544,-17.6287713187618,-11.8022847907745,-10.6858176510439,-10.5058601235524,-10.0920781604176,-10.7722831303378,-10.8909171569853,-11.3556796060687,-9.9983815212344,-10.995998586702,-11.2653974921387,-10.8460835119078,-10.5130979455905,-10.6729781877758,0.392666043152082,0.538741075198987,-0.729376862650761,0.120120078945864,1.15728092266847,0.995162564570875,0.967838343792501,1.04080799893417,1.03733271801536,0.906824170738399,0.380453898844133,0.955805612899256,0.95139992102213,0.977337862557373,0.841002693269007,0.681949706405656,A
